episode,length,time,reward,delta
0,29.0,0.001922002909850562,0.0,0.0
1,23.0,0.0014497576577241489,0.0,0.0
2,95.0,0.005771779546989819,0.0,0.0
3,50.0,0.0030758458576656267,0.0,0.0
4,15.0,0.000975268198772028,0.0,0.0
5,129.0,0.00777938292003455,0.0,0.0
6,12.0,0.000788999025985504,0.0,0.0
7,9.0,0.0006187599025224699,0.0,0.0
8,14.0,0.0009031329768731666,0.0,0.0
9,164.0,0.00982193180050217,0.0,0.0
10,22.0,0.0013766606328999842,0.0,0.0
11,21.0,0.0013227996672640074,0.0,0.0
12,72.0,0.004427499613711916,0.0,0.0
13,30.0,0.001854035500741702,0.0,0.0
14,27.0,0.0016815521703392733,0.0,0.0
15,21.0,0.0013183112536125918,0.0,0.0
16,39.0,0.0023762945066891916,0.0,0.0
17,22.0,0.001366722002444476,0.0,0.0
18,96.0,0.005743887261360214,0.0,0.0
19,44.0,0.002736329413664862,0.0,0.0
20,22.0,0.0013843550566434715,0.0,0.0
21,52.0,0.0031720261533791927,0.0,0.0
22,34.0,0.0020797385947162184,0.0,0.0
23,45.0,0.002755886073828151,0.0,0.0
24,29.0,0.001789594702586328,0.0,0.0
25,39.0,0.0024003395805038963,0.0,0.0
26,71.0,0.004305350638105665,0.0,0.0
27,31.0,0.00190917887039177,0.0,0.0
28,60.0,0.003736925090265686,0.0,0.0
29,10.0,0.0006636440405145549,0.0,0.0
30,40.0,0.0024593301618551777,0.0,0.0
31,44.0,0.0026866362608188865,0.0,0.0
32,76.0,0.0046371726583629425,0.0,0.0
33,14.0,0.0009085831936772593,0.0,0.0
34,10.0,0.00067069726230784,0.0,0.0
35,91.0,0.005508566137791604,0.0,0.0
36,53.0,0.0032415965672498714,0.0,0.0
37,43.0,0.0026411109208765993,0.0,0.0
38,12.0,0.0007899608290244942,0.0,0.0
39,35.0,0.0021659802598605893,0.0,0.0
40,59.0,0.0035429614938493614,0.0,0.0
41,91.0,0.005511451546567514,0.0,0.0
42,24.0,0.0014907945839013337,0.0,0.0
43,109.0,0.006563343381003506,0.0,0.0
44,55.0,0.003330403040308738,0.0,0.0
45,53.0,0.0031874150006387936,0.0,0.0
46,40.0,0.002428231866360875,0.0,0.0
47,32.0,0.0019720166635579517,0.0,0.0
48,52.0,0.003125218409422814,0.0,0.0
49,148.0,0.008818771315873164,0.0,0.0
50,25.0,0.001549464564277514,0.0,0.0
51,12.0,0.0007982964546044968,0.0,0.0
52,30.0,0.001848264683076195,0.0,0.0
53,65.0,0.003929606282781606,0.0,0.0
54,54.0,0.003260191424487857,0.0,0.0
55,89.0,0.005381928748306564,0.0,0.0
56,27.0,0.0016600719043253775,0.0,0.0
57,73.0,0.0044483386777756095,0.0,0.0
58,33.0,0.002085188811520311,0.0,0.0
59,16.0,0.0010223965437035076,0.0,0.0
60,12.0,0.000772968976662014,0.0,0.0
61,113.0,0.00672139966695795,0.0,0.0
62,73.0,0.004412110766338628,0.0,0.0
63,16.0,0.0010259231545433067,0.0,0.0
64,81.0,0.004872493781931553,0.0,0.0
65,81.0,0.004856143131632962,0.0,0.0
66,85.0,0.005127371565663452,0.0,0.0
67,28.0,0.001783503283832033,0.0,0.0
68,28.0,0.0017280393134342376,0.0,0.0
69,231.0,0.013833611935524459,0.0,0.0
70,31.0,0.001924888318626472,0.0,0.0
71,134.0,0.007971743511461682,0.0,0.0
72,110.0,0.006586747252868008,0.0,0.0
73,76.0,0.004610562776520055,0.0,0.0
74,339.0,0.027999687093370085,0.0,0.0
75,39.0,0.002411881216062284,0.0,0.0
76,71.0,0.004338693140653049,0.0,0.0
77,19.0,0.0012070627113871524,0.0,0.0
78,17.0,0.0011307596768119765,0.0,0.0
79,38.0,0.0024231022505318833,0.0,0.0
80,106.0,0.008503620546889579,0.0,0.0
81,27.0,0.0024788868220184668,0.0,0.0
82,24.0,0.002219841225610253,0.0,0.0
83,30.0,0.00272446717724506,0.0,0.0
84,59.0,0.005211369023982115,0.0,0.0
85,88.0,0.005697079517290149,0.0,0.0
86,57.0,0.003509618991415664,0.0,0.0
87,106.0,0.006876891144997899,0.0,0.0
88,10.0,0.0008223415285328883,0.0,0.0
89,138.0,0.009399059100246632,0.0,0.0
90,146.0,0.009013055513378276,0.0,0.0
91,15.0,0.0009569939426228302,0.0,0.0
92,35.0,0.002156362230380182,0.0,0.0
93,34.0,0.0022509395212182426,0.0,0.0
